trip_id,date,time,transport_type,route_id,origin_station,destination_station,scheduled_departure,scheduled_arrival,actual_departure_delay_min,actual_arrival_delay_min,weather_condition,temperature_C,humidity_percent,wind_speed_kmh,precipitation_mm,event_type,event_attendance_est,traffic_congestion_index,holiday,peak_hour,weekday,season,delayed
T01065,12-01-2023,07:15:00,Tram,Route_14,Station_3,Station_14,07:18:00,08:06:00,9,7,Clear,28.6,63,47,9.6,Sports,2000,34,0,1,3,Spring,1
T01066,12-01-2023,07:30:00,Bus,Route_18,Station_11,Station_26,07:34:00,08:27:00,-1,1,Rain,28.3,80,8,4.9,Festival,0,18,1,0,3,Autumn,0
T01067,12-01-2023,07:45:00,Tram,Route_20,Station_46,Station_5,07:48:00,08:26:00,7,28,Storm,21.7,97,19,3.3,Sports,0,16,0,0,3,Summer,1
T01068,12-01-2023,08:00:00,Bus,Route_20,Station_30,Station_31,08:04:00,08:35:00,17,11,Storm,21.6,43,47,14.7,Parade,0,34,0,0,3,Winter,1
T01069,12-01-2023,08:15:00,Bus,Route_12,Station_40,Station_25,08:15:00,09:03:00,-2,15,Storm,23,98,19,18.3,None,0,76,0,0,3,Autumn,1
T01070,12-01-2023,08:30:00,Bus,Route_19,Station_18,Station_31,08:31:00,09:05:00,1,18,Clear,22,37,58,2.2,None,0,77,0,0,3,Spring,1
T01071,12-01-2023,08:45:00,Train,Route_14,Station_48,Station_50,08:48:00,09:16:00,10,13,Snow,10.5,44,39,3.9,Festival,0,29,0,1,3,Winter,1
T01072,12-01-2023,09:00:00,Train,Route_17,Station_2,Station_20,09:03:00,09:36:00,9,8,Rain,22.3,88,6,19.7,Festival,0,47,0,1,3,Autumn,1
T01073,12-01-2023,09:15:00,Tram,Route_3,Station_32,Station_44,09:16:00,10:11:00,8,21,Fog,30.9,40,10,0.3,None,0,56,0,0,3,Winter,1
T01074,12-01-2023,09:30:00,Bus,Route_7,Station_8,Station_17,09:33:00,10:16:00,7,13,Fog,8.3,49,20,10.2,None,50000,16,0,0,3,Spring,1
T01075,12-01-2023,09:45:00,Bus,Route_17,Station_22,Station_45,09:48:00,10:29:00,12,6,Cloudy,32.8,84,37,10.3,Protest,50000,14,0,1,3,Summer,1
T01076,12-01-2023,10:00:00,Train,Route_12,Station_6,Station_2,10:04:00,10:32:00,2,24,Clear,-4.5,65,46,5.3,None,500,81,0,0,3,Autumn,1
T01077,12-01-2023,10:15:00,Bus,Route_9,Station_12,Station_25,10:19:00,10:42:00,14,14,Rain,9,43,18,13.3,None,0,13,0,1,3,Autumn,1
T01078,12-01-2023,10:30:00,Train,Route_15,Station_47,Station_13,10:31:00,10:54:00,2,14,Snow,0.3,87,45,18.9,Concert,2000,13,0,0,3,Spring,1
T01079,12-01-2023,10:45:00,Bus,Route_18,Station_40,Station_39,10:45:00,11:16:00,-1,28,Storm,0.1,67,14,9,Parade,2000,44,0,0,3,Winter,1
T01080,12-01-2023,11:00:00,Tram,Route_13,Station_36,Station_28,11:03:00,11:22:00,6,10,Clear,27.6,30,5,15,Sports,2000,96,0,0,3,Winter,1
T01081,12-01-2023,11:15:00,Bus,Route_8,Station_15,Station_42,11:15:00,12:09:00,3,12,Clear,31.7,94,55,12.9,Sports,0,37,0,1,3,Winter,1
T01082,12-01-2023,11:30:00,Bus,Route_14,Station_28,Station_6,11:31:00,12:22:00,15,14,Rain,26.1,30,9,9.5,None,0,62,0,1,3,Autumn,1
T01083,12-01-2023,11:45:00,Metro,Route_8,Station_49,Station_3,11:46:00,12:26:00,11,12,Snow,34.1,89,45,1,Concert,0,74,0,0,3,Autumn,1
T01084,12-01-2023,12:00:00,Train,Route_14,Station_45,Station_35,12:04:00,12:28:00,16,13,Cloudy,3.7,54,15,14.8,None,0,10,0,0,3,Winter,1
T01085,12-01-2023,12:15:00,Bus,Route_7,Station_18,Station_18,12:18:00,12:52:00,11,3,Snow,0.6,39,44,7.3,Parade,0,47,0,0,3,Autumn,0
T01086,12-01-2023,12:30:00,Bus,Route_12,Station_2,Station_11,12:32:00,13:18:00,5,8,Cloudy,15.8,79,10,4.5,None,2000,25,0,0,3,Summer,1
T01087,12-01-2023,12:45:00,Metro,Route_11,Station_13,Station_20,12:46:00,13:43:00,14,6,Cloudy,28.2,41,56,19,Concert,2000,66,0,0,3,Spring,1
T01088,12-01-2023,13:00:00,Metro,Route_11,Station_45,Station_5,13:03:00,13:46:00,0,1,Storm,-3.4,61,34,15.5,Festival,0,24,0,0,3,Spring,0
T01089,12-01-2023,13:15:00,Train,Route_13,Station_15,Station_19,13:15:00,14:10:00,7,17,Storm,34.8,62,7,19.2,None,0,80,0,0,3,Autumn,1
T01090,12-01-2023,13:30:00,Metro,Route_18,Station_20,Station_22,13:34:00,14:06:00,14,-1,Rain,19.1,55,27,5.1,Parade,500,60,0,0,3,Summer,0
T01091,12-01-2023,13:45:00,Tram,Route_2,Station_29,Station_19,13:45:00,14:38:00,8,15,Snow,34.2,71,2,16.7,None,0,85,0,0,3,Summer,1
T01092,12-01-2023,14:00:00,Metro,Route_15,Station_42,Station_47,14:01:00,14:22:00,5,2,Cloudy,9.6,79,1,12.2,None,0,92,1,0,3,Winter,0
T01093,12-01-2023,14:15:00,Tram,Route_20,Station_29,Station_16,14:16:00,14:39:00,-2,10,Rain,13.3,90,52,19.6,None,10000,25,1,0,3,Spring,1
T01094,12-01-2023,14:30:00,Train,Route_18,Station_3,Station_24,14:30:00,15:03:00,10,0,Cloudy,25.1,70,13,18.9,Festival,0,33,0,1,3,Spring,0
T01095,12-01-2023,14:45:00,Train,Route_15,Station_19,Station_41,14:46:00,15:07:00,18,14,Clear,26.7,86,51,19.5,Festival,10000,89,0,0,3,Spring,1
T01096,12-01-2023,15:00:00,Train,Route_19,Station_3,Station_4,15:03:00,15:42:00,1,25,Fog,4.3,31,28,19,None,10000,8,0,0,3,Autumn,1
T01097,12-01-2023,15:15:00,Train,Route_12,Station_14,Station_15,15:16:00,16:13:00,4,12,Fog,32.2,99,52,0.2,None,10000,39,0,0,3,Summer,1
T01098,12-01-2023,15:30:00,Train,Route_13,Station_40,Station_25,15:34:00,16:19:00,11,16,Cloudy,29.7,60,53,14.8,Festival,0,74,1,1,3,Winter,1
T01099,12-01-2023,15:45:00,Tram,Route_11,Station_4,Station_44,15:48:00,16:27:00,2,20,Rain,-4.3,52,46,5.4,None,0,6,1,0,3,Autumn,1
T01100,12-01-2023,16:00:00,Tram,Route_5,Station_11,Station_35,16:02:00,16:46:00,8,15,Storm,0.1,83,2,14.1,Concert,0,29,0,0,3,Winter,1
T01101,12-01-2023,16:15:00,Train,Route_1,Station_31,Station_14,16:16:00,16:44:00,14,0,Snow,14.8,57,0,19.6,Concert,0,65,0,1,3,Autumn,0
T01102,12-01-2023,16:30:00,Metro,Route_3,Station_43,Station_49,16:31:00,17:14:00,2,29,Cloudy,13.4,48,14,0.8,Festival,0,29,0,0,3,Spring,1
T01103,12-01-2023,16:45:00,Bus,Route_19,Station_32,Station_19,16:49:00,17:17:00,17,-2,Cloudy,23.3,77,19,11.3,None,2000,67,0,0,3,Winter,0
T01104,12-01-2023,17:00:00,Train,Route_7,Station_27,Station_38,17:04:00,17:35:00,0,9,Snow,-1.4,31,21,14.7,None,50000,57,0,0,3,Summer,1
T01105,12-01-2023,17:15:00,Metro,Route_12,Station_30,Station_36,17:15:00,18:08:00,2,26,Storm,20.8,40,33,5.1,Parade,10000,54,1,1,3,Summer,1
T01106,12-01-2023,17:30:00,Bus,Route_15,Station_43,Station_7,17:30:00,18:26:00,12,26,Cloudy,19.7,73,49,4.5,None,0,13,0,0,3,Autumn,1
T01107,12-01-2023,17:45:00,Train,Route_5,Station_2,Station_30,17:45:00,18:26:00,16,20,Clear,4.3,88,32,1.2,None,500,76,0,0,3,Spring,1
T01108,12-01-2023,18:00:00,Train,Route_15,Station_49,Station_19,18:04:00,18:36:00,13,29,Storm,16.7,88,8,1.9,None,0,88,0,0,3,Autumn,1
T01109,12-01-2023,18:15:00,Tram,Route_8,Station_9,Station_49,18:15:00,18:57:00,5,6,Clear,3.9,67,2,13.1,Parade,0,76,0,0,3,Winter,1
T01110,12-01-2023,18:30:00,Bus,Route_10,Station_28,Station_25,18:30:00,19:25:00,10,14,Fog,0.9,54,1,10.1,Sports,10000,76,0,1,3,Summer,1
T01111,12-01-2023,18:45:00,Bus,Route_16,Station_31,Station_16,18:47:00,19:13:00,13,15,Snow,17.9,50,3,0.6,None,0,36,0,0,3,Summer,1
T01112,12-01-2023,19:00:00,Metro,Route_8,Station_34,Station_47,19:00:00,19:21:00,0,3,Storm,34.1,71,15,19.4,Sports,0,43,0,0,3,Summer,0
T01113,12-01-2023,19:15:00,Tram,Route_1,Station_15,Station_40,19:16:00,20:06:00,-2,15,Storm,4.5,65,53,13.1,None,10000,5,0,1,3,Summer,1
T01114,12-01-2023,19:30:00,Tram,Route_12,Station_48,Station_8,19:34:00,20:11:00,6,20,Rain,9.2,38,32,10.3,Parade,0,25,0,0,3,Winter,1
T01115,12-01-2023,19:45:00,Tram,Route_5,Station_25,Station_18,19:48:00,20:17:00,6,11,Rain,5.3,41,8,5.5,None,50000,13,0,0,3,Summer,1
T01116,12-01-2023,20:00:00,Tram,Route_3,Station_36,Station_28,20:02:00,20:27:00,19,19,Snow,5.7,39,56,13.2,Sports,0,7,0,0,3,Autumn,1
T01117,12-01-2023,20:15:00,Bus,Route_1,Station_8,Station_16,20:19:00,20:35:00,14,0,Storm,11.2,88,39,7.3,Concert,10000,23,0,0,3,Summer,0
T01118,12-01-2023,20:30:00,Bus,Route_4,Station_9,Station_19,20:34:00,21:06:00,-1,0,Fog,23.1,34,37,14,None,0,85,0,0,3,Winter,0
T01119,12-01-2023,20:45:00,Train,Route_8,Station_37,Station_42,20:46:00,21:16:00,6,1,Cloudy,-3.4,62,51,13.7,Festival,0,38,0,0,3,Spring,0
T01120,12-01-2023,21:00:00,Train,Route_3,Station_48,Station_17,21:00:00,21:23:00,16,19,Snow,33.3,98,17,1.9,None,0,48,0,0,3,Spring,1
T01121,12-01-2023,21:15:00,Tram,Route_10,Station_45,Station_45,21:16:00,21:47:00,10,7,Snow,-3.1,92,15,18.2,Concert,2000,84,0,0,3,Summer,1
T01122,12-01-2023,21:30:00,Tram,Route_2,Station_39,Station_13,21:30:00,22:20:00,2,7,Rain,30.3,58,7,9.7,Sports,10000,62,0,0,3,Spring,1
T01123,12-01-2023,21:45:00,Tram,Route_11,Station_32,Station_7,21:45:00,22:11:00,6,9,Fog,30.8,47,22,7.9,Concert,500,25,0,0,3,Winter,1
T01124,12-01-2023,22:00:00,Train,Route_10,Station_17,Station_27,22:04:00,22:42:00,10,10,Snow,16,35,59,19.1,None,50000,9,0,0,3,Summer,1
T01125,12-01-2023,22:15:00,Metro,Route_14,Station_35,Station_10,22:15:00,22:58:00,-2,4,Fog,0.5,82,35,8.8,Parade,10000,76,0,0,3,Winter,0
T01126,12-01-2023,22:30:00,Metro,Route_7,Station_37,Station_34,22:32:00,22:54:00,12,21,Snow,17.6,61,2,14.4,None,0,57,0,0,3,Spring,1
T01127,12-01-2023,22:45:00,Train,Route_2,Station_19,Station_36,22:47:00,23:09:00,1,14,Rain,20.1,71,14,13.1,Concert,500,13,0,1,3,Spring,1
T01128,12-01-2023,23:00:00,Train,Route_9,Station_44,Station_25,23:02:00,23:36:00,1,14,Cloudy,29.3,76,37,3.3,Sports,0,72,0,1,3,Summer,1
T01129,12-01-2023,23:15:00,Train,Route_16,Station_29,Station_6,23:19:00,00:04:00,17,6,Rain,17,60,32,19.8,Festival,0,70,1,0,3,Spring,1
T01130,12-01-2023,23:30:00,Train,Route_13,Station_7,Station_24,23:31:00,23:58:00,7,3,Snow,11.4,91,17,9.3,Concert,0,38,0,1,3,Summer,0
T01131,12-01-2023,23:45:00,Train,Route_9,Station_28,Station_18,23:48:00,00:10:00,3,10,Fog,28.5,85,22,7.9,None,0,30,0,1,3,Summer,1
T01132,13-01-2023,00:00:00,Train,Route_20,Station_9,Station_23,00:00:00,00:44:00,9,11,Clear,34.2,40,42,18.4,Protest,500,49,0,0,4,Autumn,1
T01133,13-01-2023,00:15:00,Tram,Route_4,Station_28,Station_6,00:18:00,00:53:00,17,12,Rain,20.8,55,2,10.6,None,0,15,0,0,4,Autumn,1
T01134,13-01-2023,00:30:00,Tram,Route_10,Station_6,Station_29,00:31:00,01:05:00,13,-2,Fog,30,56,29,14.1,None,500,71,0,1,4,Autumn,0
T01135,13-01-2023,00:45:00,Tram,Route_12,Station_29,Station_25,00:46:00,01:25:00,0,26,Rain,18.9,86,44,16.9,Festival,50000,50,0,0,4,Winter,1
T01136,13-01-2023,01:00:00,Tram,Route_17,Station_17,Station_17,01:04:00,01:21:00,11,26,Snow,22.6,56,16,4.7,None,0,14,0,0,4,Spring,1
T01137,13-01-2023,01:15:00,Train,Route_14,Station_16,Station_46,01:17:00,01:44:00,-2,14,Fog,22.5,88,49,3.4,None,2000,88,0,0,4,Spring,1
T01138,13-01-2023,01:30:00,Metro,Route_14,Station_23,Station_24,01:32:00,02:05:00,7,27,Cloudy,23.2,91,57,1.4,None,500,37,0,0,4,Autumn,1
T01139,13-01-2023,01:45:00,Bus,Route_2,Station_31,Station_11,01:46:00,02:41:00,12,9,Fog,7.8,49,57,17.9,None,0,78,1,0,4,Summer,1
T01140,13-01-2023,02:00:00,Train,Route_20,Station_3,Station_26,02:04:00,02:34:00,4,16,Storm,18,32,31,4,None,2000,88,0,0,4,Summer,1
T01141,13-01-2023,02:15:00,Bus,Route_11,Station_21,Station_34,02:19:00,02:47:00,1,19,Clear,18.8,45,45,6.2,None,0,70,1,0,4,Summer,1
T01142,13-01-2023,02:30:00,Metro,Route_16,Station_26,Station_28,02:30:00,03:02:00,11,29,Snow,7.6,73,56,5.7,Sports,0,89,0,0,4,Summer,1
T01143,13-01-2023,02:45:00,Tram,Route_19,Station_36,Station_3,02:47:00,03:36:00,13,16,Fog,9,59,6,6.1,Sports,0,71,0,1,4,Winter,1
T01144,13-01-2023,03:00:00,Metro,Route_6,Station_42,Station_11,03:01:00,03:27:00,11,-1,Snow,25.5,69,38,13.4,Concert,0,81,0,0,4,Spring,0
T01145,13-01-2023,03:15:00,Train,Route_19,Station_37,Station_38,03:18:00,03:52:00,0,4,Rain,18.3,94,13,19.1,None,0,20,0,0,4,Autumn,0
T01146,13-01-2023,03:30:00,Tram,Route_5,Station_22,Station_14,03:32:00,04:25:00,14,28,Rain,1,58,57,6.6,Sports,0,15,0,0,4,Winter,1
T01147,13-01-2023,03:45:00,Train,Route_4,Station_42,Station_26,03:45:00,04:30:00,18,25,Fog,28.5,59,55,8.2,None,0,66,0,0,4,Spring,1
T01148,13-01-2023,04:00:00,Tram,Route_15,Station_12,Station_48,04:04:00,04:29:00,11,3,Storm,30.3,61,14,15.4,None,10000,64,0,1,4,Winter,0
T01149,13-01-2023,04:15:00,Bus,Route_4,Station_42,Station_21,04:16:00,05:05:00,15,-2,Fog,13.6,39,43,8.6,Festival,10000,12,0,0,4,Summer,0
T01150,13-01-2023,04:30:00,Bus,Route_20,Station_13,Station_39,04:32:00,05:22:00,0,17,Cloudy,3.4,80,11,18.5,None,0,63,0,0,4,Winter,1
T01151,13-01-2023,04:45:00,Bus,Route_10,Station_11,Station_30,04:48:00,05:33:00,19,2,Storm,32.9,37,7,10.1,Concert,0,60,0,0,4,Winter,0
T01152,13-01-2023,05:00:00,Metro,Route_3,Station_16,Station_8,05:00:00,05:24:00,16,24,Snow,30.3,80,15,7,Parade,0,31,0,0,4,Summer,1
T01153,13-01-2023,05:15:00,Train,Route_5,Station_8,Station_20,05:15:00,05:47:00,0,28,Fog,4.8,65,40,19.4,None,10000,11,0,0,4,Summer,1
T01154,13-01-2023,05:30:00,Metro,Route_6,Station_40,Station_48,05:32:00,05:50:00,9,5,Snow,-1.2,84,33,8.5,None,0,94,0,0,4,Autumn,0
T01155,13-01-2023,05:45:00,Bus,Route_8,Station_40,Station_32,05:48:00,06:27:00,19,7,Clear,12.6,64,45,4.6,None,0,40,0,0,4,Autumn,1
T01156,13-01-2023,06:00:00,Train,Route_7,Station_45,Station_22,06:00:00,06:59:00,2,19,Storm,22.1,65,23,3.6,None,0,65,0,0,4,Spring,1
T01157,13-01-2023,06:15:00,Bus,Route_10,Station_2,Station_7,06:16:00,06:37:00,7,7,Fog,2,85,55,19.9,Sports,2000,7,0,1,4,Autumn,1
T01158,13-01-2023,06:30:00,Metro,Route_6,Station_30,Station_9,06:30:00,06:52:00,6,-2,Clear,15.5,65,28,15.1,Sports,0,58,0,0,4,Autumn,0
T01159,13-01-2023,06:45:00,Metro,Route_14,Station_30,Station_45,06:48:00,07:11:00,-2,-1,Fog,12,90,15,8.2,None,0,24,0,0,4,Spring,0
T01160,13-01-2023,07:00:00,Metro,Route_4,Station_12,Station_1,07:04:00,07:55:00,10,7,Cloudy,30.6,91,4,16.5,None,500,4,0,1,4,Winter,1
T01161,13-01-2023,07:15:00,Bus,Route_13,Station_10,Station_29,07:19:00,08:09:00,0,11,Rain,12.2,54,4,10.9,Parade,500,44,0,1,4,Winter,1
T01162,13-01-2023,07:30:00,Train,Route_20,Station_44,Station_8,07:32:00,08:04:00,16,7,Snow,16.4,93,51,6.3,None,500,1,0,0,4,Winter,1
T01163,13-01-2023,07:45:00,Train,Route_17,Station_11,Station_4,07:48:00,08:44:00,8,27,Fog,33.2,89,29,14.9,None,0,41,1,1,4,Summer,1
T01164,13-01-2023,08:00:00,Bus,Route_7,Station_15,Station_35,08:00:00,08:22:00,13,24,Storm,7,86,52,14.9,None,2000,37,0,0,4,Spring,1
T01165,13-01-2023,08:15:00,Train,Route_4,Station_16,Station_3,08:15:00,09:03:00,3,24,Fog,6.6,99,49,10,Concert,0,2,0,0,4,Winter,1
T01166,13-01-2023,08:30:00,Bus,Route_14,Station_17,Station_45,08:34:00,09:19:00,0,28,Fog,27,81,49,0.9,None,0,45,0,0,4,Autumn,1
T01167,13-01-2023,08:45:00,Train,Route_3,Station_26,Station_40,08:49:00,09:43:00,16,21,Fog,6.1,85,4,1.5,None,0,21,0,0,4,Autumn,1
T01168,13-01-2023,09:00:00,Tram,Route_5,Station_2,Station_7,09:01:00,09:37:00,3,16,Fog,28.3,92,42,15.8,Sports,0,32,0,0,4,Autumn,1
T01169,13-01-2023,09:15:00,Tram,Route_16,Station_50,Station_27,09:19:00,09:45:00,5,24,Storm,-1.2,97,12,16.5,Sports,0,31,0,0,4,Spring,1
T01170,13-01-2023,09:30:00,Metro,Route_20,Station_12,Station_1,09:31:00,10:27:00,19,21,Storm,-0.5,49,34,13.6,None,0,16,0,0,4,Spring,1
T01171,13-01-2023,09:45:00,Tram,Route_4,Station_26,Station_27,09:45:00,10:44:00,10,7,Fog,31.1,83,48,16.8,None,0,81,0,1,4,Autumn,1
T01172,13-01-2023,10:00:00,Tram,Route_2,Station_23,Station_16,10:01:00,10:20:00,9,15,Rain,16.6,30,24,14.4,None,0,55,0,0,4,Summer,1
T01173,13-01-2023,10:15:00,Tram,Route_18,Station_18,Station_38,10:16:00,11:03:00,7,24,Fog,23.8,39,49,17.9,None,2000,2,0,0,4,Summer,1
T01174,13-01-2023,10:30:00,Bus,Route_19,Station_32,Station_7,10:32:00,10:59:00,0,-3,Snow,4,52,13,3,None,0,69,0,0,4,Winter,0
T01175,13-01-2023,10:45:00,Tram,Route_19,Station_49,Station_44,10:49:00,11:32:00,1,1,Snow,1.7,80,43,7.8,None,50000,48,0,0,4,Winter,0
T01176,13-01-2023,11:00:00,Tram,Route_17,Station_38,Station_23,11:01:00,11:50:00,-2,6,Storm,28.4,53,45,9.3,None,0,54,0,1,4,Winter,1
T01177,13-01-2023,11:15:00,Metro,Route_14,Station_47,Station_41,11:15:00,11:53:00,10,-2,Snow,9.3,42,25,6,None,0,76,0,0,4,Winter,0
T01178,13-01-2023,11:30:00,Tram,Route_19,Station_3,Station_11,11:33:00,11:52:00,1,14,Snow,13.2,58,17,14.5,Parade,0,30,1,0,4,Winter,1
T01179,13-01-2023,11:45:00,Tram,Route_13,Station_38,Station_42,11:46:00,12:40:00,19,9,Cloudy,-3.9,87,19,18.2,None,500,80,0,0,4,Spring,1
T01180,13-01-2023,12:00:00,Train,Route_12,Station_3,Station_33,12:04:00,12:34:00,8,1,Fog,10.4,72,33,8.2,None,2000,20,0,1,4,Spring,0
T01181,13-01-2023,12:15:00,Metro,Route_6,Station_30,Station_50,12:17:00,13:07:00,16,16,Fog,25.8,39,6,18.8,None,50000,15,0,0,4,Summer,1
T01182,13-01-2023,12:30:00,Metro,Route_4,Station_1,Station_36,12:30:00,13:15:00,8,-2,Fog,27.9,60,46,10.3,None,0,16,0,0,4,Summer,0
T01183,13-01-2023,12:45:00,Metro,Route_19,Station_30,Station_37,12:47:00,13:20:00,9,7,Fog,23,43,59,10.5,Protest,0,95,0,0,4,Spring,1
T01184,13-01-2023,13:00:00,Metro,Route_16,Station_45,Station_41,13:03:00,13:55:00,8,26,Clear,22.7,63,9,12,None,2000,0,0,1,4,Summer,1
T01185,13-01-2023,13:15:00,Metro,Route_13,Station_32,Station_17,13:16:00,14:07:00,3,28,Fog,15.2,46,14,5.4,Protest,2000,71,0,0,4,Autumn,1
T01186,13-01-2023,13:30:00,Metro,Route_4,Station_28,Station_35,13:31:00,14:09:00,9,28,Storm,16.5,50,16,7.7,None,50000,64,0,1,4,Summer,1
T01187,13-01-2023,13:45:00,Bus,Route_17,Station_21,Station_48,13:49:00,14:17:00,6,24,Storm,24.7,96,10,11.1,Festival,0,65,0,0,4,Autumn,1
T01188,13-01-2023,14:00:00,Tram,Route_1,Station_46,Station_5,14:01:00,14:52:00,7,6,Clear,4.9,87,33,18.8,None,2000,36,0,0,4,Autumn,1
T01189,13-01-2023,14:15:00,Metro,Route_18,Station_13,Station_48,14:15:00,14:39:00,0,18,Fog,4.3,37,26,12.9,None,0,23,0,0,4,Winter,1
T01190,13-01-2023,14:30:00,Tram,Route_20,Station_27,Station_32,14:33:00,15:26:00,0,13,Rain,33,67,20,6.7,None,0,90,0,0,4,Summer,1
T01191,13-01-2023,14:45:00,Tram,Route_17,Station_36,Station_3,14:47:00,15:18:00,17,18,Fog,-3.9,55,30,0.2,None,0,83,1,1,4,Autumn,1
T01192,13-01-2023,15:00:00,Bus,Route_15,Station_7,Station_47,15:03:00,15:46:00,13,15,Storm,0.6,93,49,19.6,None,500,61,0,1,4,Summer,1
T01193,13-01-2023,15:15:00,Metro,Route_11,Station_22,Station_35,15:16:00,15:57:00,0,13,Cloudy,17.8,59,56,9.9,None,500,20,0,0,4,Summer,1
T01194,13-01-2023,15:30:00,Train,Route_13,Station_10,Station_14,15:32:00,16:03:00,7,20,Snow,24.5,38,3,18.8,Sports,0,36,0,0,4,Spring,1
T01195,13-01-2023,15:45:00,Bus,Route_1,Station_39,Station_48,15:49:00,16:44:00,8,28,Cloudy,16.5,61,40,11,None,0,34,1,1,4,Spring,1
T01196,13-01-2023,16:00:00,Train,Route_17,Station_15,Station_31,16:03:00,16:23:00,5,24,Rain,9.2,40,58,12.1,None,0,37,1,0,4,Winter,1
T01197,13-01-2023,16:15:00,Tram,Route_6,Station_15,Station_31,16:17:00,17:13:00,3,10,Fog,34.1,63,59,14.2,None,0,52,0,1,4,Summer,1
T01198,13-01-2023,16:30:00,Tram,Route_4,Station_4,Station_17,16:32:00,17:08:00,17,2,Clear,23.2,47,48,6.4,Concert,0,14,0,1,4,Spring,0
T01199,13-01-2023,16:45:00,Bus,Route_20,Station_32,Station_24,16:47:00,17:08:00,8,5,Fog,28.3,48,16,14,None,0,41,0,0,4,Autumn,0
T01200,13-01-2023,17:00:00,Bus,Route_16,Station_23,Station_23,17:00:00,17:49:00,18,17,Rain,-3.4,83,48,10.5,None,2000,93,1,1,4,Autumn,1
T01201,13-01-2023,17:15:00,Train,Route_15,Station_6,Station_18,17:18:00,17:53:00,9,8,Rain,4.4,66,47,13.4,None,0,3,0,0,4,Winter,1
T01202,13-01-2023,17:30:00,Metro,Route_15,Station_24,Station_50,17:32:00,18:20:00,13,26,Snow,10,41,19,16.7,Protest,0,38,0,0,4,Autumn,1
T01203,13-01-2023,17:45:00,Train,Route_6,Station_20,Station_14,17:48:00,18:35:00,15,27,Rain,2.3,33,24,3.7,Concert,50000,78,1,0,4,Summer,1
T01204,13-01-2023,18:00:00,Bus,Route_15,Station_37,Station_50,18:02:00,18:28:00,10,0,Cloudy,-2.1,72,39,12.3,None,0,22,0,0,4,Autumn,0
T01205,13-01-2023,18:15:00,Train,Route_14,Station_20,Station_15,18:19:00,18:47:00,19,27,Snow,4,56,22,1,None,2000,14,0,0,4,Winter,1
T01206,13-01-2023,18:30:00,Bus,Route_11,Station_12,Station_15,18:34:00,19:03:00,0,23,Fog,16.3,80,14,2,None,0,89,0,1,4,Winter,1
T01207,13-01-2023,18:45:00,Train,Route_7,Station_33,Station_6,18:49:00,19:14:00,12,21,Fog,22.8,34,32,13.5,None,50000,11,0,0,4,Autumn,1
T01208,13-01-2023,19:00:00,Bus,Route_9,Station_28,Station_27,19:01:00,19:50:00,19,1,Clear,26,35,18,1.4,None,0,81,0,0,4,Summer,0
T01209,13-01-2023,19:15:00,Bus,Route_16,Station_8,Station_15,19:17:00,20:11:00,18,2,Rain,-3.3,85,56,11.9,None,2000,69,0,0,4,Spring,0
T01210,13-01-2023,19:30:00,Bus,Route_5,Station_1,Station_50,19:31:00,20:12:00,11,1,Rain,12.1,97,14,4.4,None,0,81,0,0,4,Summer,0
T01211,13-01-2023,19:45:00,Metro,Route_20,Station_37,Station_36,19:48:00,20:31:00,15,23,Storm,-0.1,73,40,6.1,None,50000,53,0,0,4,Summer,1
T01212,13-01-2023,20:00:00,Train,Route_10,Station_22,Station_8,20:01:00,20:25:00,11,4,Snow,12.2,44,4,2.6,None,0,87,0,0,4,Summer,0
T01213,13-01-2023,20:15:00,Train,Route_18,Station_6,Station_15,20:18:00,21:00:00,2,5,Storm,12.4,71,15,5,None,0,37,1,0,4,Autumn,0
T01214,13-01-2023,20:30:00,Train,Route_3,Station_21,Station_3,20:33:00,20:51:00,18,11,Snow,14.9,40,59,16.4,None,0,27,0,0,4,Spring,1
T01215,13-01-2023,20:45:00,Bus,Route_13,Station_32,Station_47,20:48:00,21:17:00,11,3,Cloudy,30.7,40,44,12.8,None,50000,78,0,1,4,Summer,0
T01216,13-01-2023,21:00:00,Train,Route_11,Station_35,Station_13,21:01:00,21:38:00,5,28,Snow,27.2,95,47,19,Festival,500,18,0,0,4,Spring,1
T01217,13-01-2023,21:15:00,Train,Route_17,Station_15,Station_41,21:17:00,21:35:00,12,4,Fog,20.5,56,31,1,Sports,0,68,0,0,4,Winter,0
T01218,13-01-2023,21:30:00,Bus,Route_13,Station_5,Station_34,21:31:00,22:29:00,12,11,Clear,30.4,87,21,15.8,None,0,63,1,1,4,Spring,1
T01219,13-01-2023,21:45:00,Tram,Route_6,Station_46,Station_24,21:47:00,22:36:00,16,15,Snow,22.1,50,42,14,None,0,3,0,1,4,Autumn,1
T01220,13-01-2023,22:00:00,Bus,Route_17,Station_50,Station_40,22:02:00,22:41:00,17,2,Snow,27.8,50,31,5.2,None,0,80,0,0,4,Winter,0
T01221,13-01-2023,22:15:00,Train,Route_13,Station_48,Station_32,22:18:00,23:03:00,3,15,Snow,17.6,30,12,14.6,None,0,9,0,0,4,Winter,1
T01222,13-01-2023,22:30:00,Bus,Route_19,Station_6,Station_32,22:31:00,22:51:00,16,24,Clear,16,87,37,14.3,Festival,50000,11,0,1,4,Summer,1
T01223,13-01-2023,22:45:00,Tram,Route_19,Station_25,Station_30,22:47:00,23:44:00,5,13,Rain,24,42,25,9.2,None,500,68,0,0,4,Spring,1
